messageText,pre_sum,Tar_sum,rouge1,rouge2,rougeL
"ШВЕЙЦАРИЯ СМЯГЧИЛА ТРЕБОВАНИЯ ДЛЯ ВОДИТЕЛЕЙ И АВТОВЛАДЕЛЬЦЕВ ИЗ УКРАИНЫ\nЧасть 1\n \n✏️ Многие из тех, кто прибыл в Швейцарию🇨🇭, спасаясь от боевых действий в Украине 🇺🇦, приехали на собственных машинах 🚗 , имея водительские удостоверения национального образца 🪪 . Нередко они оказывались просроченными, либо были вовсе утеряны. Столкнувшись с необходимостью срочно легализовать украинских водителей на дорогах страны, Федеральное управление автомобильных дорог (ASTRA) опубликовало ряд пояснений, а также исключений из существующих правил, сделанных для водителей и автовладельцев из числа беженцев, получивших статус защиты «S» после нападения России на Украину 🇺🇦 24 февраля 2022 года. Исключения вступили в силу 7 апреля 2022 года и будут действовать до 5 апреля 2023 года.\n \nДЕЙСТВУЮЩИЕ ВОДИТЕЛЬСКИЕ УДОСТОВЕРЕНИЯ\n\n ✏️ Водители, имеющие действующее водительское удостоверение, в котором все данные продублированы на латинице, могут пользоваться им до истечения срока действия. В дальнейшем такие водительские удостоверения должны будут быть заменяны на водительские удостоверение швейцарского образца.\n \n✏️ Цифровое удостоверение национального образца имеет ту же силу, что и физическое и дает право на управление ТС. По истечении срока действия его так же можно будет поменять на водительские удостоверение швейцарского образца.\n \nПРОСРОЧЕННЫЕ ВОДИТЕЛЬСКИЕ УДОСТОВЕРЕНИЯ\n\n✏️ Украинские водительские удостоверения, срок действия которых истек ПОСЛЕ 24 февраля 2022 года, могут использоваться в Швейцарии🇨🇭 для управления ТС в течение срока действия постановления, т.е. до 5 апреля 2023 года.\n \n✏️ Украинские водительские удостоверения, срок действия которых истек ДО 24 февраля 2022 года не могут быть признаны для управления автомобилем в Швейцарии. Для получения швейцарского водительского удостоверения 🪪 их владельцам придется пройти несколько этапов проверки – стать тест на вождение и получить временное удостоверение на 2 месяца, которое затем может быть обменено на полноценное водительское удостоверения швейцарского образца.\n \nУТЕРЯННЫЕ ВОДИТЕЛЬСКИЕ УДОСТОВЕРЕНИЯ\n\n✏️ Лицам, которые утверждают, что имеют право управлять автомобилем 🚗 , но не могут предъявить ни цифровое, ни физическое водительское удостоверение, кантональные власти могут выдать водительское удостоверение при выполнении ряда условий:\n \n1. Для частных поездок необходимо наличие следующих документов:\n\n▫️украинского водительского удостоверения, которое подтверждается документами (например, свидетельством о сдаче экзамена по вождению, справкой с работы, на которой вы работали в качестве водителя и т.д.);  \n▫️успешно пройденого теста на вождение.\n \n2. Для работы на служебных автомобилях, грузовиках, микроавтобусах или такси, зарегистрированных в Швейцарии необходимо наличие следующих документов:\n\n▫️украинского водительского удостоверения, которое подтверждается документами (например, свидетельством о сдаче экзамена по вождению, справкой с работы, на которой вы работали в качестве водителя и т.д.);  \n▫️успешно пройденого контрольная теста на вождение и сданого экзамена по теории;\n▫️успешно пройденого медицинского осмотра.\n \n3. Желающие осуществлять коммерческие пассажирские или грузовые перевозки с использованием автотранспортных средств категорий C или D, которые не могут предъявить лицензию или водительское удостоверение, либо их срок действия истек до 24 февраля 2022 года, должны предоставить подтверждение о прохождении обучения в соответствии со статьей 4 действующего в Швейцарии 🇨🇭 Постановления о водительских удостоверениях (CZV), а также предоставить трудовой договор с работодателем.\n\n📰 Источник: https://www.svsa.sid.be.ch/content/dam/svsa_sid/dokumente/de/allg-dokumente/fahrzeugzulassung/svsa-ukrainische-motorfahrzeugen-d.pdf ; https://www.svsa.sid.be.ch/de/start.html?newsID=58f5cc79-7c33-4cda-98d4-b582994a910f ;","Швейцарська Федеральна управлення автомобильних дорог (ASTRA) опублікувала пояснення, в яких йдеться про те, що для водіїв і автовладельцев, які приїхали на собственні машини в Швейцарію.","Швейцария срочно легализует украинских водителей на дорогах страны, а также исключает из существующих правил, сделанных для них из числа беженцев, получивших статус защиты «S» после нападения России на Украину.",0.0,0.0,0.0
"Поскольку я теперь военный, мне иногда приходится общаться с другими военными. На днях вот опять. Стояли курили с военным, который трупы москалей собирает, складывает, опознает и так далее.\n\nОн говорит - йобані фермера это просто пиздец, я не понимаю, на что был у Путина расчёт.\n\nПриехали в село откапывать трупы москалей, там три трупа, копаем. Подходит поселянин, говорит а шо це ви, хлопці, москалей копаєте? Ми кажемо ні, діду, саундтрек для фільму записуємо в стилі ретро-хаус, ми діджеї, а шо ми ще по вашему тут в селі з лопатами і трупами можемо робити. Він каже оце діло, а мого може теж відкопаєте. Ми кажемо а шо, діду, у вас теж є. Він каже, ну то є, прийшов до мене, я його стрелив та й у курнику прикопав, то може ви візьмете. Ми кажемо так а шо, чи глибоко прикопали. Він каже та де, сантИметрів двадцять, може тридцять.\n\nІ шо ви собі думаєте. Півтора метри його двадцять сантиметрів, шоб він так собі хуя міряв, як він москалям ями міряє.\n\nІ така хєрня в кожному курнику. Шо собі Путін думав - незрозуміло.","Президент Росії Володимир Путін і його дружина Володимира Путіна зустрічаються в анексованому Росією анексованому Криму, а також в анексованому Росією Криму.","Володимир Путін - один з небагатьох военных, а його роль в фільмі ""День москалей"", опублікованому на каналі ВВС Україна, який проходить в Росії. В інтерв'ю Русской службі Бі-Бі-Сі він розповідає про свою історію.",0.0,0.0,0.0
"Інтернет-військо, давайте підтримаємо петицію про виключення росії з ООН 💪🏻\n\nОрганізація об‘єднаних націй створена для розвитку співпраці держав, підтримки миру та розвитку міжнародної дипломатії. До чого тут росія? країна-терорист та вбивця.\n\n⚡️Що робимо? ⚡️\n\n✅ Переходимо за посиланням та підписуємо петицію: https://cutt.ly/HLIdl7h\n\n✅ Готуємо текст, в якому закликаємо своїх друзів та знайомих також підписати петицію, залишаємо лінк. \n\n✅ Підготовлений текст публікуємо в усіх власних мережах, додаємо віжуал з допису ІВУ, робимо сторіс, тегаємо друзів та просимо розповсюдити інформацію.\n\nПідготували для вас орієнтовний текст, можете використати його або написати власний, керуючись своїми почуттями та емоціями 👇🏻\n\nросія не може бути в ООН. Підпишіть петицію. Давайте разом виключимо країну-терориста зі світового ком’юніті https://cutt.ly/HLIdl7h\n\nДо бою! Разом переможемо! 💪🏻🇺🇦","Національна організація об‘єднаних націй - Організація об‘єднаних націй, яка створена для розвитку миру та розвитку міжнародної дипломатії, створена для розвитку миру та розвитку міжнародної дипломатії.",Росія не може бути в ООН. Цей текст - петиція про виключення країни-терориста з світового ком’юніті. Її підписуємо на підтримку однієї з організацій об’єднаних націй.,0.0,0.0,0.0
"#швейцарія\n\n‼️🐕🐈‍⬛ БЕСПЛАТНЫЙ КОРМ для домашних животных украинских беженцев в избранных магазинах Fressnapf. Теперь, помимо бесплатного стартового пакета, в 13 магазинах Fressnapf появился ""ПИЩЕВОЙ УГОЛОК"", где украинские беженцы могут получить бесплатный корм для своих собак и кошек. \n\nКампания была запущена Швейцарской защитой животных STS совместно с Fressnapf. Корм пожертвован компаниями PURINA и MARS. \n\nFOOD CORNER открыт с понедельника по пятницу с 9 до 11 часов утра в следующих магазинах: \nВ кантоне Цюрих: Bülach, Wädenswil, Affoltern am Albis.\n\nВ других кантонах: Wohlen AG, Rickenbach bei Wil SG, Baar ZG, Schwyz, Frauenfeld TG, Martigny VS, Conthey VS, Ittigen BE, Basel, Dierikon LU. (Ежедневно выдается максимум 2 пакета продуктов на человека. \n\nНеобходимым условием является наличие действующего удостоверения личности со статусом S. Только пока есть запасы!)\n\nСайт программы: http://tierschutz.com/ukraine/","Швейцарська защита тварин FOOD CORNER оголосила про початок продажу нового пакета для домашніх собак і кошек, які можуть отримати безплатний стартовий пакет.","В швейцарских магазинах появился бесплатный корм для домашних животных украинских беженцев. Теперь, помимо бесплатного стартового пакета, в 13магазинах Fressnapf появились ""ПИЩевой Уголок"", где украинские беженцы могут получить бесплатные стартовые пакеты.",0.0,0.0,0.0
"БЕСПЛАТНЫЙ КОРМ ДЛЯ ДОМАШНИХ ЖИВОТНЫХ \n\n✏️ Беженцы из Украины 🇺🇦 могут бесплатно получить корм для своих собак 🐕 и кошек 🐈 в 13 магазинах, где для этого открыт специальный отдел FOOD CORNER.\n\n✏️ Акция организована швейцарской организацией защитников животных Schweizer Tierschutz (STS) совместно с магазинами Fressnapf, а корм пожертвован компаниями PURINA и MARS. \n\n✏️ FOOD CORNER открыт с понедельника по пятницу с 9:00 до 11:00 в следующих магазинах:\n\n▫️Maxi Zoo Martigny\n📍Rue du Simplon 37  \n1920 Martigny\n\n▫️Maxi Zoo Conthey\n📍Route Cantonale 11  \n1964 Conthey\n\n▫️Fressnapf Ittigen\n📍Eyfeld  Ey 11  \n3063 Ittigen\n\n▫️Fressnapf Basel-Dreispitz\n📍Dornacherstrasse 393  \n4053 Basel\n\n▫️Fressnapf Wohlen AG\n📍Bullenbergstrasse 4  \n5610 Wohlen\n\n▫️Fressnapf Dierikon\n📍Industriestrasse 1  \n6036 Dierikon\n\n▫️Fressnapf Baar\n📍Zugerstrasse 7  \n6340 Baar\n\n▫️Fressnapf Schwyz\n📍Schmiedgasse 16  \n6430 Schwyz\n\n▫️Fressnapf Bachenbülach\n📍Grenzstrasse 8  \n8180 Bülach\n\n▫️Fressnapf Frauenfeld\n📍Zürcherstrasse 306  \n8500 Frauenfeld\n\n▫️Fressnapf Wädenswil\n📍di alt Fabrik  Florhofstrasse 13  8820 Wädenswil\n\n▫️Fressnapf Rickenbach\n📍Breitestrasse 2  \n9532 Rickenbach b. Wil\n\n▫️Fressnapf Affoltern am Albis\n📍Zwillikerstrasse 1  \n8910 Affoltern am Albis\n\n❗️Пожалуйста, обратите внимание, что ежедневно выдается максимум 2 пакета корма на человека. От владельцев животных потребуется наличие действующего удостоверения личности со статусом ""S"". Данная акция действует до тех пор, пока корм есть в наличии на складе, отмечается на сайте организации. ❗️\n\n📰 Источник: http://tierschutz.com/ukraine/\n\n📌 Подписывайтесь на новости SEEP","Магазини Fressnapf і Fressnapf оголосили про акції, які мають намір отримати безкоштовний зоокорм для своїх собак і кошек для дому.","С понедельника по пятницу в швейцарских магазинах открылся специальный отдел для беженцев из Украины, которые могут бесплатно получить бесплатное кормовое обслуживание. В этом списке есть данные о том, как они работают и что делать с ними.",0.0,0.0,0.0
"🇺🇦 Безкоштовний корм для домашніх тварин⁩\n\nТимчасово переміщені Українці можуть безкоштовно отримати корм для своїх собак та котів у 13 магазинах, де для цього відкрито спеціальний відділ FOOD CORNER.\n\nFOOD CORNER відкрито з понеділка по п'ятницю з 9:00 до 11:00 у наступних магазинах:\n\n▫️Maxi Zoo Martigny\n📍Rue du Simplon 37  \n1920 Martigny\n\n▫️Maxi Zoo Conthey\n📍Route Cantonale 11  \n1964 Conthey\n\n▫️Fressnapf Ittigen\n📍Eyfeld  Ey 11  \n3063 Ittigen\n\n▫️Fressnapf Basel-Dreispitz\n📍Dornacherstrasse 393  \n4053 Basel\n\nПовний список на сайті. \n\n❗️ Зверніть увагу, що щодня видається максимум 2 пакети корму на особу. Від власників тварин буде потрібно наявність посвідчення особи зі статусом ""S"". \n❗️ Ця акція діє доки корм є в наявності на складі, зазначено на сайті організації.\n\nДжерело інформації: http://tierschutz.com/ukraine/\n\n#ukraine_reborn_корисна_інформація\n#ukraine_reborn","В Україні відкрито спеціальний відділ для отримання безкоштовного харчування для домашніх тварин. Для цього відкрито спеціальний відділ для того, щоб забезпечити їх безкоштовними продуктами.","З понеділка по п'ятницю з 9:00 до 11:00 у 13 магазинах відкрито спеціальний відділ для домашніх тварин. Зверніть увагу на те, що цей акція діє доки не має посвідчення особи зі статусом S.",0.0,0.0,0.0
"🌍10 найдорожчих міст світу 2022 року💰\n\nСервіс порівняння вартості життя у містах світу Numbeo опублікував рейтинг найдорожчих міст світу 2022 року.\n\nПри складанні рейтингу експерти оцінювали міста за рядом критеріїв, таких як ціни на оренду житла, комуналку, харчування, транспорт, середні чеки у закладах та купівельну спроможність мешканців.\n\nЛідером рейтингу став адміністративний центр Бермуд-Гамільтон. Індекс вартості життя там становить 145.98 (у Нью-Йорку – 100, на нього орієнтуються при складанні рейтингу). 2е та 3є місце посіли швейцарські міста Базель та Цюріх.\n\nПерша десятка виглядає так:\n\n🥇 Гамільтон (Бермуди)\n🥈 Базель (Швейцарія)\n🥉 Цюріх (Швейцарія)\n4️⃣ Цуг (Швейцарія)\n5️⃣ Лозанна (Швейцарія)\n6️⃣ Берн (Швейцарія)\n7️⃣ Женева (Швейцарія)\n8️⃣ Гонолулу (Гавайї, США)\n9️⃣ Санта-Барбара (Каліфорнія, США)\n🔟 Нью-Йорк (США)\n\nКиїв у списку опинився на 407-му місці – між Сараєво (Боснія та Герциговина) та Гвадалахарою (Мексика).\n\n📌  Інформація для Українців у нашому каналі:\nПідписатися на новини Naym 👈","В Україні опублікували рейтинг найдорожчих міст світу 2022 року, який оцінюють вартість життя у найдорожчих містах світу 2022 року, а також індекс вартості життя.","Редакція Наym оприлюднила рейтинг найдорожчих міст світу 2022 року, який опублікував сервіс порівняння вартості життя Numbeo. Для користувачів BBC News Україна потрібні кілька тисяч доларів на місяць.",0.28571428571428575,0.0,0.28571428571428575
"🇪🇺Безкоштовний роумінг для українців у Європі продовжили🇺🇦\n\n📲Як повідомляють у Міністерстві цифрової трансформації, для українців, які перебувають у Європі, продовжить діяти безкоштовний роумінг:\n\n🗣«Спільна заява мобільних операторів України та Євросоюзу продовжує діяти. Українці, які вимушено виїхали до країн ЄС, зможуть і надалі дзвонити рідним за цінами українських операторів.»\n\nДля підключення роумінгу не потрібно докладати жодних додаткових зусиль – послуга підключається автоматично.\n\nНаразі близько 70 мобільних операторів Європи обслуговують українських біженців за низькими тарифами та без роумінгу. З української сторони послугу підтримують три оператори - Kyivstar, Vodafon і lifecell.\n\nЗгідно з первісним планом, безкоштовний роумінг запроваджували на 3 місяці. Проте Єврокомісія закликала операторів ЄС продовжити цю можливість українців.\n\nПідписатися на новини: \nhttps://t.me/UkrainianSwitzerland","Українці, які перебувають у Європі, зможуть і надалі дзвонити рідним за низькими тарифами та безкоштовним роумінгом. Про це повідомили у Міністерстві цифрової трансформації України.","Для українців, які перебувають у Європі, продовжили діяти безкоштовний роумінг. Про це повідомили у Міністерстві цифрової трансформації України та Європейський Союз. Українська сторона закликала операторів ЄС продовжити цю послугу.",0.0,0.0,0.0
"Федеральный совет (кабмин) должен будет скоро решить, продлевать ли статус S ещё на шесть месяцев начиная с марта 2023 года или же данный миграционный режим следует отменить полностью. По словам Карин Келлер-Зуттер этот режим распространяется на всю Шенгенскую зону и Швейцария не может идти в этом вопросе в одиночку. ЕС скоро примет собственное решение по данному вопросу.\nНа данный момент Швейцария в принципе уже готова принять у себя определенное количество гражданских лиц из Украины для лечения. Об этом сообщила Конференция (Постоянное совещание) кантональных директоров (министров) здравоохранения (Konferenz der kantonalen Gesundheitsdirektorinnen und -direktoren GDK) в интервью информационному агентству Keystone-SDA. Украинский посол в Берне Артем Рыбченко упомянул об этом на пресс-конференции для СМИ во вторник 23 августа 2022 года.\n\n\nhttps://www.swissinfo.ch/rus/президент-швейцарии-выразил-солидарность-с-украинцами-в-день-их-независимости/47849448?utm_campaign=teaser-in-channel&utm_content=o&utm_medium=display&utm_source=swissinfoch\nwww.seep.ch\n#StandwithUkraine","Президент Швейцарії Карин Келлер-Зуттер заявив, що його країна має намір продовжити статус S на шесть месяцев, а не на шесть месяцев, а на шесть месяцев - на шести месяцев.","Президент Швейцарии Карин Келлер-Зуттер в интервью агентству Рейтер заявил, что в случае решения ЕС о продлении визового режима для граждан Украины, который будет действовать на территории Европейского Союза, будут принимать у себя определенное количество гражданских лиц из страны.",0.0,0.0,0.0
"Нещодавно мережею почали ширитися відеозаписи тусовки у столиці. Сьогодні хочемо підняти тему, чи можна відриватися, коли в країні війна? \n\nЖиття в Україні зараз існує у двох паралельних світах. Деякі люди замкнулися у своїй квартирі, а інші живуть життям, в якому нічого не змінилося. Багато людей не розуміють, що таке війна, поки вона не торкнеться їх самих.\n\nПроте яким би відданим не був волонтер, яким би відчайдушним не був блогер – людина не може жити в постійній напрузі, думаючи тільки про бойові дії та новини з фронту.\n\nЦе може здаватися неправильним, але людям потрібні позитивні емоції.  Неможливо жити з постійним стресом. Люди-істоти, які звикають до всього. І до війни, і до втрат. Як би нам цього не хотілося, але горе першої втрати не порівняється з горем сотої або тисячної. Багато людей згодом сприймають це як норму...\n\nВ цілому, країнам доводиться пристосовуватися до бойових дій. Наприклад, Ізраїль перебуває у стані війни вже понад 40 років. Але ресторани і клуби працюють, а матері відводять своїх дітей до школи. Життя йде повним ходом.\n \nВійськові, з якими нам довелося спілкуватися вважають що на війні «співати» не тільки можна але й потрібно. Держава зараз забезпечує рівні можливості для всіх: відкриває кафе, зони відпочинку, тощо. Як використовувати цю можливість - вже справа кожного із вас.\n\nПроте для того, щоб ця війна закінчилася перемогою ми повинні дати учасникам бойових дій відчути, наскільки велика їхня заслуга, адже вони кожен день роблять дуууже багато.\n \nБільшість солдатів на фронті, щасливі, що їхні сім'ї, близькі і люди, за кого вони борються і кого захищають, - можуть насолоджуватися мирним життям.\n\nАле друзі, навіть якщо з вашої сім'ї та близьких немає нікого на фронті, пам'ятайте про тих незнайомих вам людей, які щодня гинуть і ризикують життям. \n\nВони роблять це для того, щоб після вашої роботи ви могли в Києві, Львові або Одесі піти до кіно або кав'ярні з друзями. А не ховалися в підвалі, думаючи, де знайти води і їжі для ваших дітей.\n\nОдягнути все суспільство в траур – означає підіграти противнику. Так, ми кожного дня страждаємо, проводжаємо, плачемо, але разом з тим ми і живемо. Живемо всупереч нашим ворогам. І віримо, в наших військових і нашу країну.\n\n👉СТЕЖИТИ","У Києві відбувається зустріч волонтерів та волонтерів, які спілкуються з військовими, які вважають, що в країні війна, і які вважають, що їх не можна відриватися від війни.","Українська служба Бі-Бі-Сі опублікувала матеріали, які стосуються ситуації в Україні та її роль у тому, що Україна опинилася у стані війни і як вона закінчилася перемогою.",0.0,0.0,0.0
"Усе, що ми вважаємо нашим національним культурним нарративом - усі ці письменники ""мастрід"", композитори й визначні постаті є продуктом масової освіти. Масова освіта на цих теренах була переважно продуктом радянського і трохи пост-радянського періодів (в Російській імперії повальна більшість населення була неписемна та й еліта краще писала французькою, ніж тубільними мовами).\n\nТому робити вигляд, що створений пантеон і на його основі культурний нарратив є ледь не ""премордіальною традицією"" це глибока помилка. По-суті пост-радянська традиція їхала на паливі радянської від народницьких історичних нарративів до пантеону великих культурних діячів, яких комуністи обирали відповідно до своїх цілей та завдань. \n\nЮкіо Місіма або Езра Паунд в усьому світі вважаються визначними світовими культурними діячами, хоч і були зі специфічними політичними поглядами. Але в совку вони були заборонені, тому в пантеон не потрапили. А тому, що радянська культура була російськоцентричною, туди потрапив увесь пласт посередньої російської культури, які не мають значення для світової. Так, можна сперечатись щодо впливу Чехова чи Достоєвського, вони вивчаються багато де. Але Пушкін, Тургєнєв чи Єсенін не мають жодного значення. Улюблені нашими захисниками брати Стругацькі може і непогана література, але це не література рівня Террі Пратчетта чи Філіпа Діка. \n\nТому корегування цих радянських наративів є корегуванням такого ж штучного, як і те від чого захисники захищають ""святе і сакральне"". \n\nІ повторю тезу, яку не раз казав. Я згодний був би серйозно сприймати захисників ""культури"", коли вони роблять спробу виявити свою боротьбу як ""боротьбу за універсальні цінності"", якби на їхніх барикадах бачив імена, наприклад, Томка Падури чи Карла-Еміля Францоза. Але я бачу поголовну лише російську культуру.\n\nЯк влучно сказав якось Корчинський,  що ""культурологи"" знають про українську культуру 13-16 століть? Не чути, усе Булгакови та Пушкіни виринають...\n\nТому вони б почали з чесності - сказали, що вони захисники ніякої не ""світової скарбниці"", а захисники російської культури, яку вони вважають ""інтегральною"" частиною ""нашої культури"" і без якої вони не бачать української культури. Це було б чесно і я б на це казав, що не вважаю ані російську культуру своєю, ані важливою частиною української культури.\n\nДо речі Булгаков тут для мене важливий персонаж. Бо скажімо Пушкіна я терпіти не міг зі школи - що це повна маячня я вважав ще тоді. А Булгаков це серйозно, мені подобалось (Мастер і Маргарита звісно, бо інше мені особливо ніколи і не подобалось). Потім я почитав Густава Майрінка, Германа Гессе, Лео Перуца, навіть раннього Салмана Рушді і зрозумів, що мені просто подобався магічний реалізм в літературі. І в цьому жанрі Булгаков (навіть якщо не брати явні ознаки плагіату) просто знаходиться десь на задвірках хорошої літератури.\n\nЧому українська культура не виживе без російської, хоча жила роками без великого обсягу скажімо польської, чеської, італійської чи британської? Ось що потрібно довести захисникам російської культури, а не робити вигляд, що вони ""борці за універсальні цінності"".","В усьому світі вважають ""премордіальною традицією"" радянського пантеону великих культурних діячів - Юкіо Місіма, Езра Паунд і Езра Паунд.","Українська служба Бі-Бі-Сі опублікувала листа, в якому розповідає про культурні нарративи радянських і пост-радянського періодів, які вважають ""премордіальною традицією"".",0.0,0.0,0.0
"Друзі, зараз як ніколи важливо об‘єднуватись та приходити на мітинги. Підтримувати нашу країну, нехай всі знають які ми сильні 💪🏻🇺🇦\n#russiaisaterroriststate\n\nЗібрали для вас список мітингів у Європі, який оновлюється:\n\n🇵🇱Польща:\n📍Варшава, сьогодні 18:00\nпосольство рф (ul. Belwederska, 49)\n📍Краків сьогодні 19:30 \nRynek\n📍 Ґданськ сьогодні 15:30\nГенеральне консульство рф (ul. Stefan Batorego, 15)\n📍Вроцлав, сьогодні 17:00 \nRynek\n\n🇩🇪Німеччина:\n📍Аахен, сьогодні 18:00 \nWilly-Brandt-Platz \n📍Аугстбург, сьогодні 18:00\nRathausplatz\n📍Бохум, сьогодні 18:00 \nBochum Hauptbahnhof \n📍Бонн, сьогодні 19:00 \nMarktplatz\n📍Гамбург, сьогодні 16:00 \nHachmannplatz \n📍Дюсельдорф, сьогодні 19:00\nCorneliusplatz\n📍Кельн, сьогодні 18:30\nNeumarkt \n📍Мюнхен, сьогодні 15:00 \nPrinz-Carl-Palais \n📍Нюрнберг, сьогодні 19:00\nHallplatz \n📍Штутгарт, сьогодні 17:30\nSchlossplatz \n📍 Фрайбург, сьогодні 18:00\nRathausplatz\n\n🇬🇧Лондон, сьогодні 18:00\n10 Downing Street\n🇸🇰Братислава, сьогодні 18:00 \nViedenská \n🇷🇴Бухарест, сьогодні 19:30\nEmbassy of Ukraine \n🇧🇪Антверпен, сьогодні 18:00\nOperaplien\n🇧🇪Брюссель 13.10 15:30\nNATO Headquarters\n🇫🇮Гельсінки, сьогодні 18:00\nMannerheim Square\n🇨🇿Прага, сьогодні/завтра 18:00 \nWenceslas Square\n🇵🇹Лісабон, сьогодні 20:00\nRua Visconde de Santarém, 57\n🇵🇹Порто, сьогодні 18:30\nPraça de Gomes Teixeira\n🇦🇹Відень, сьогодні\n17:30 — посольство росії\n19:00 — Stephansplatz\n🇮🇹Мілан, сьогодні 19:00\nDuomo di Milano\n🇳🇱 Гаага, сьогодні 16:15\nБіля Haagse Bos\n🇬🇪Тбілісі, сьогодні 20:00\nParliament of Georgia\n🇱🇻Рига, сьогодні 17:30\nБіля посольства рф\n🇨🇾Пафос, сьогодні 18:00\nHarbour Kiosk\n🇨🇾Лімасол, сьогодні 19:00\nСкейт-парк\n🇨🇾Ларнака, сьогодні 19:00\nЯкір\n🇨🇾Нікосія, сьогодні 19:00\nПлоща Елефтерія\n🇫🇷Париж, сьогодні 18:00\nQuai Branly 1, Церковний центр\n🇧🇬 Софія, сьогодні 18:00\nБіля посольства рф\n🇨🇭Берн, сьогодні 18:00\nBrunnadern Strasse 57\n🇨🇭Цюріх, завтра (11.10) 17:00\nRathausbrücke\n\n📲 Календар подій українців за кордоном ви знайдете у додатку  у додатку Нумо Спільно. 💙💛","Сьогодні у Європі відбуваються мітинги, які мають відбутися у вівторок, а також у неділю, а також у неділю, а також у неділю.","У вівторок в Україні відбуваються мітинги, які мають відбутися у суботу ввечері у Брюсселі і в інших містах Європи. Цей день був присвячений річниці початку конфлікту між Росією та ЄС.",0.0,0.0,0.0
"#Швейцарія \n\n🇺🇦🇺🇦🇺🇦\nFREE SHOP FOR UKRAINIAN REFUGEES IN SCHWERZENBACH\n\n⏰ October, 22 - from 12:00 to 15:00\n📍 Bahnstrasse 9\n8603 Schwerzenbach ZH\n\n👗 Clothing & footwear (man, woman, children)\n👶 Accessories for newborns\n🧸 Toys\n\n❌ No food or hygiene products\n\nIt is obligatory to have a document confirming that you have crossed the border after 24.02.2022 or confirmation of S status.\n\nFacebook: Schwerzenbach for Ukraine\n-----------------------------------------------------------\n🇺🇦🇺🇦🇺🇦\nБЕЗКОШТОВНИЙ МАГАЗИН ДЛЯ БІЖЕНЦІВ З УКРАЇНИ У ШВЕРЦЕНБАХ\n\n⏰ 22 жовтня з 12:00 до 15:00\n📍 Bahnstrasse 9\n8603 Schwerzenbach ZH\n\n👗 Одяг та взуття (чоловіче, жіноче, дитяче)\n👶 Аксесуари для немовлят\n🧸 Іграшки\n\n❌ Харчування та гігієнічних засобів немає\n\nОбов'язково мати з собою документ-посвідчення перетину кордону після 24.04.22 або підтвердження статусу S.\n\nФейсбук: Schwerzenbach for Ukraine","У Швейцарії немає магазинів для біженців з УКРАЇни, які перебувають у ШВЕРЦЕНБАХ, а також не мають харчування та гігієнічних засобів.","Швейцарія - одна з найбільших країн світу, які мають кордони з Україною. Її регіон є одним з лідерів Євросоюзу. ВВС Україна зібрала кілька найцікавіших новин за тиждень, що минає.",0.0,0.0,0.0
"Друзі, один з моїх побратимів, з яким я був в Ірпені у березні, попросив мене про підтримку доброї справи. Воїни створили петицію про Присвоєння славному командиру ""Карпатської Січі"", Куцину Олегу Івановичу (Куму) звання Героя України, посмертно. Він і Є Героєм України. Безстрашним, сильним, чесним, що все своє життя присвятив боротьбі за Україну і загинув, як справжній Воїн на передовій! Але, на жаль то не офіційно. Для нащадків ми маємо це зробити. Потрібно ще набрати голосів, а спливає час петиції. Тож прошу вас підтримати цю петицію. Це наш обов'язок перед загиблим Героєм! А мы не повинні забувати наших Героїв, що виборювали та виборюють Перемогу для України! Підпишіться, будь ласка.\n\nhttps://petition.president.gov.ua/petition/159880",У неділю в Ірпені відбувається петиція про присвоєння звання Героя України посмертно. Про це повідомили у прес-службі Державної служби з надзвичайних ситуацій.,"Я був в Ірпені, і я отримав звання Героя України, посмертно. Це моя перша зустріч з командувачем ""Карпатської Січі"", який загинув у Другій світовій війні.",0.0,0.0,0.0
